judul,tanggal,isi,kategori
Korea Masters 2024: Sabar/Reza Melaju ke Babak Kedua,"Selasa, 05 Nov 2024 16:44 WIB","Iksan - Sabar Karyaman Gutama/Mohammad Reza Pahlevi melaju ke babak kedua Korea Masters 2024 . Mereka mampu mengalahkan Chen Zhi Ray/Lin Yu Chieh 21-18, 10-21, 21-19. Sabar Karyaman Gutama/Mohammad Reza Pahlevi menghadapi Chen Zhi Ray/Lin Yu Chieh (Taiwan) pada babak pertama BWF Super 300 Korea Masters 2024. Duel berlangsung di Iksan Gymnasium, Korea Selatan, Selasa (5/11/2024). Sabar/Reza sempat tertinggal di awal gim pertama. Mereka bisa mengejar saat kedudukan 8-8. Namun pasangan Taiwan kembali unggul saat interval gim pertama. Meski begitu Chen/Lin hanya unggul satu angka 11-10. Sabar/Reza mendapatkan momentum untuk bangkit saat meraih empat angka beruntun untuk bikin skor imbang 15-15. Mereka bisa berbalik memimpin untuk kemudian mengamankan gim pertama 21-18. Pada gim kedua, Chen/Lin langsung tancap gas. Mereka unggul begitu jauh 11-3 saat interval. Permainan Sabar/Reza belum juga membaik selepas interval. Chen/Lin menyamakan kedudukan setelah menang 21-10 di gim kedua. Pertandingan harus ditentukan di gim ketiga. Sabar/Reza tak mau mengulangi kesalahan di gim kedua. Mereka sempat unggul 7-4. Namun, Chen/Li bangkit mengejar hingga 8-8. Laga kemudian berlangsung sengit. Kejar mengejar angka terjadi hingga 18-18. Sabar/Reza tampil apik di poin-poin krusial. Mereka memenangkan laga usai mengamankan gim ketiga 21-19. Sabar/Reza melaju ke-16 besar. Lihat Video: Hong Kong Open 2024: Sabar/Reza dan Putri KW Tumbang di Final [Gambas:Video 20detik] (pur/aff)",Olahraga
Sabar/Reza Tunggu PBSI Soal Rencana Latih Tanding Lagi di Cipayung,"Selasa, 05 Nov 2024 15:55 WIB","Jakarta - Sabar Karyaman Gutama/Moh Reza Pahlevi Isfahani berharap bisa terus menjadi rekan sparing di Pelatnas PBSI, Cipayung. Saat ini, mereka masih menunggu persetujuan federasi. Sabar/Reza memang kini berstatus ganda putra non Pelatnas. Sejak mereka memutuskan mundur dari Pelatnas PBSI, praktis segala kebutuhan termasuk berkaitan latihan dilakukan secara mandiri. Namun, keinginan mereka untuk mendapat sparing yang sepadan semakin besar, mengingat level turnamen-turnamen yang mereka ikuti juga kian meningkat. Sementara, atlet-atlet yang memungkinkan untuk meningkatkan skill mereka ada di Pelatnas. ""Ya sebenarnya kami inginnya jadi sparring partner yang lama tapi terbentur oleh regulasi. Jadi kami dapat izin kayak kemarin dua minggu, kami juga apply lagi tapi belum disetujui,"" kata Sabar kepada pewarta. ""Mungkin pengurusnya lagi pergantian ya, jadi tidak tahu siapa yang harus menandatangani. Kalau saya pribadi sih memang maunya bisa sparing di Cipayung karena kita tahu kualitasnya kan bagus-bagus semua,"" tuturnya. Lanjut Sabar, ia dan Reza terakhir kali menjadi rekan sparing di Cipayung saat persiapan Hong Kong Open pertengah September 2024. Setelah itu, mereka tak lagi melakukan latih tanding. Sabar/Reza sendiri meskipun tak berstatus atlet Pelatnas, mereka mampu menunjukkan diri sebagai ganda putra nomor dua di Indonesia setelah Fajar Alfian/Muhammad Rian Ardianto. Saat ini, keduanya berada di ranking 9 dunia. Lantas adakah keinginan untuk kembali ke Pelatnas? Soal itu, Sabar mengatakan perlu diskusi lebih lanjut dengan rekannya. ""Itu harus ada obrolan dulu saya dan Reza. Kalau dibilang mau atau enggak? Bagaimana jawabnya ya, tergantung dengan kebutuhan. Karena kita tahu Pelatnas lebih ke pembibitan, jadi junior yang mau naik, mau digembleng latihannya dengan baik bisa jadi pemain bagus,"" ""Kalau saya sama Reza kan umurnya sudah tidak muda lagi mungkin buat ukuran di Pelatnas tapi kalau di luar selalu merasa muda. Jadi itu saja sih. Seandainya dipanggil, mungkin belum bisa saya jawab sekarang kali ya,"" Sabar mempertegas. Lihat Video: PBSI Bicara Persiapan-Fokus Atlet di Kapal Api Indonesia Open 2024 [Gambas:Video 20detik] (mcy/aff)",Olahraga
Timnas Basket RI Jalani 4 Uji Coba Sebelum Kualifikasi Asia Cup 2025,"Selasa, 05 Nov 2024 13:15 WIB","Jakarta - Timnas basket Indonesia akan menjalani empat uji coba sebelum melakoni babak kualifikasi FIBA Asia Cup 2025 di Korea Selatan pada 21 November 2024. Tim yang kini diarsiteki Johannis Winar tersebut tengah berlatih di lapangan GBK Arena, Jakarta, sejak sepekan lalu. Pelatih kelahiran 24 Desember 1970 itu menggantikan Milos Pejic yang kontraknya kadaluarsa. Pelatih yang karib disapa Ahang ini memulai pekerjaannya dengan memimpin perjuangan Timnas basket putra pada Window 2 Kualifikasi FIBA Asia Cup 2025. Indonesia di Kualifikasi FIBA Asia Cup 2025 berada di Grup A bersama Thailand, Korea Selatan, dan Australia. Setelah sepekan menjalani latihan, Johannis membeberkan progres latihan timnya yang dinilai sudah cukup bagus. ""Progres setelah seminggu latihan so far so good walaupun masih belum sampai ke level yang kami inginkan, tapi pengertian para pemain tentang sistem yang mau dimainkan itu menurut saya sudah cukup bagus,"" kata Johannis dalam keterangannya melalui PP Perbasi, Selasa (5/11/2024). ""Mudah-mudahan di sisa waktu mereka bisa lebih cepat belajar dengan sistem yang kami inginkan. Secara kondisi fisik pemain juga sejauh ini bagus. Kami latihan pagi sore."" ""Kami usahakan satu dua minggu ini secepat mungkin agar apa yang mau kami mainkan secara ofence dan defense bisa dapat diterapkan. Nanti pekan berikutnya intensitasnya sudah mulai turun, turun, begitu seterusnya,"" lanjutnya. Johannis menambahkan, dalam proses latihan yang mereka lakukan juga diagendakan empat uji coba untuk Timnas basket Indonesia. Mereka akan menghadapi tim-tim IBL. ""Nanti akan ada uji coba melawan Dewa, Satria Muda, dan Borneo. Untuk Satria Muda dan Borneo kami close, nanti minggu depannya lagi akan ada uji coba dengan tim lain. Totalnya ada empat uji coba sebelum kami berangkat ke Korea,"" kata Johannis. Sebagai informasi, Indonesia tengah ditunggu laga tandang ke Gymnasium Goyang, melawan tuan rumah Korea Selatan pada 21 November 2024 dalam lanjutan Kualifikasi FIBA Asia Cup 2025 Grup A. Tiga hari kemudian, perjuangan Timnas basket dilanjutkan dengan menjamu Thailand di Indonesia Arena (24/10). Timnas Indonesia membawa beban berat lantaran dua laga sebelumnya Indonesia takluk atas Thailand dan Australia. Indonesia kalah 56-73 pada 22 Februari dan menyerah 51-106 saat menjamu tim asal Negeri Kanguru tiga hari kemudian. Lihat Video: Pertama dalam Sejarah, Timnas Basket Putri RI Raih Emas di SEA Games [Gambas:Video 20detik] (mcy/cas)",Olahraga
Korea Masters 2024: Tiga Ganda Indonesia Main Hari Ini,"Selasa, 05 Nov 2024 11:50 WIB","Jakarta - Tiga ganda Indonesia jalani babak pertama Korea Masters 2024 di Iksan Gymnasium, Korea Selatan, mulai Selasa (5/11). Mereka akan berjuang untuk raih tiket 16 besar. Ganda putra Sabar Karyaman Gutama/Moh Reza Pahlevi Isfahani dan ganda putri Jesita Putri Miantoro/Febi Setianingrum akan bersama-sama membuka perjuangan tim Indonesia di turnamen BWF Super 300 ini. Mereka dijadwalkan bermain di partai keenam tapi di lapangan masing-masing. Sabar/Reza di Court 3 sementara Jesita/Putri di Court 4. Mereka akan memulai laga pukul 16.10 waktu setempat atau 14.10 WIB. Sabar/Reza akan menghadapi Chen Zhi Ray/Lin Yu Chieh dari Taiwan. Laga ini merupakan kali kedua bagi dua ganda putra tersebut. Pertemuan pertama mereka tersaji di Orleans Masters Maret 2024. Sabar/Reza menang atas Chen/Lin 21-17, 23-21. Sementara Febi/Jesita mengalami perubahan lawan jelang laga pertama. Sebelumnya, mereka akan meladeni wakil tuan rumah di laga perdana mereka, yaitu Kim Hyeo Jeong/Kong Hee Yong. Namun, menukil Tournament Software ada perubahan dari undian yang dilakukan. Febi/Jesita akan melawan Hu Ling Fang/Jheng Yu Chieh. Laga ini bakal menjadi pertama bagi kedua pasangan. Sebab, mereka belum pernah bertemu dalam turnamen internasional manapun. Wakil lainnya yang akan bertanding hari ini ialah Daniel Marthin/Muhammad Shohibul Fikri. Mereka akan bermain di Court 2 partai ke-11 atau paling akhir. Daniel/Fikri bakal menghadapi pasangan muda bertalenta Kang Khai Xing/Aaron Tai. Bagaimana pun, ganda putra Indonesia wajib waspada mengingat Kang/Aaron baru saja menjuarai BWF World Junior Championships pada 13 Oktober lalu di China. Meski masih muda, Daniel/Fikri yang memiliki pengalaman lebih tidak boleh lengah mengingat fisik dan kecepatan menjadi hal yang tak boleh dianggap remeh pada laga ini. Berikut Jadwal Wakil Indonesia Selasa (5/11) Hari ini: Lapangan 3, Partai 6 Sabar Karyaman Gutama/Moh Reza Pahlevi Isfahani (3) vs Chen Zhi Ray/Lin Yu Chieh (Taiwan) Lapangan 4, Partai 6 Jesita Putri Miantoro/Febi Setianingrum vs Hu Ling Fang/Jheng Yu Chieh (Taiwan) Lapangan 2, Partai 11 Daniel Marthin/Muhammad Shohibul Fikri (5) vs Kang Khai Xing/Aaron Tai (Malaysia) Lihat Video: Rangking BWF Terbaru Jonatan Christie dan Anthony Ginting Seusai BAC [Gambas:Video 20detik] (mcy/aff)",Olahraga
Bagnaia: Apapun Bisa Terjadi di Barcelona,"Selasa, 05 Nov 2024 08:25 WIB","Sepang - Francesco Bagnaia masih tertinggal jauh dari Jorge Martin jelang seri terakhir MotoGP 2024 . Namun, Bagnaia belum menyerah mengejar titel juara dunia ketiganya. Hasil MotoGP Malaysia, akhir pekan lalu menciptakan jarak 24 poin di antara penunggang Desmosedici GP24 ini. Dengan situasi demikian, Martin jelas diuntungkan karena cuma butuh mengungguli Bagnaia dua poin saja di sprint race untuk merebut titel perdana di dalam kariernya. Kendati begitu, seri pamungkas yang biasanya digelar di Valencia mesti dipindahkan ke Barcelona sehubungan dengan bencana banjir dahsyat. Seri Barcelona sendiri secara teori sulit diprediksi. Belum pernah ada pebalap yang berhasil menang berturut-turut di sana sejak Jorge Lorenzo melakukannya di 2012 dan 2013. Pecco Bagnaia memenangi balapan utama pada Mei silam, meski gagal finis di sprint race yang dimenangi Aleix Espargaro. Ketidakpastian balapan nanti bisa saja menguntungkan bagi Bagnaia. Sekalipun pebalap Italia ini bisa dibilang membutuhkan keajaiban untuk bisa merebut titel juara dari jangkauan Jorge Martin . ""Secara matematika kan [titel juaranya] masih memungkinkan. Kami tahu ini cukup sulit, tapi apapun bisa terjadi di Barcelona,"" sebut Bagnaia dilansir Autosport. ""Biasanya aku tampil lebih baik di Barcelona, tapi lintasannya akan lebi rumit di mana [Anda bisa sangat dekat dengan] membuat kesalahan, jadi Anda harus balapan dengan lebih akurat."" ""Aku dulu crash di sana di sprint race ketika aku unggul sedetik, sekalipun aku mencoba menghindari kesalahan. Balapan nanti akan tricky; kondisinya akan lebih berat dibandingkan dengan [Mei] karena cuaca akan dingin, dan dua tikungan di sana cukup rumit; T2 dan T5. Akan penting untuk berusaha kompetitif tapi tetap kalem,"" Francesco Bagnaia menambahkan. Meski venue dipindah ke Barcelona, seri penentuan gelar juara dunia MotoGP 2024 tidak akan mengalami perubahan tanggal yaitu tetap dijadwalkan pada 15-17 November mendatang. Lihat Video: Bagnaia Ngarep Marquez- Bastianini Salip Martin di Sepang, Tapi... [Gambas:Video 20detik] (rin/raw)",Olahraga
Potret Dampak Banjir yang Bikin MotoGP Valencia Dibatalkan,"Selasa, 05 Nov 2024 08:00 WIB",Spanyol - MotoGP Valencia 2024 resmi dibatalkan akibat musibah banjir bandang. Begini penampakan sirkuit yang terdampak banjir tersebut.,Olahraga
"Barcelona Akan Gelar Seri Pamungkas, Marquez: Lebih Pilih Trek Lain","Selasa, 05 Nov 2024 06:15 WIB","Sepang - Sirkuit de Barcelona-Catalunya dikabarkan jadi venue pengganti seri terakhir MotoGP 2024 . Marc Marquez mengaku lebih pilih sirkuit yang lain. Seri pamungkas kejuaraan tahun ini seharusnya digelar di Sirkuit Ricardo Tormo, Valencia. Namun, sehubungan dengan banjir parah yang melanda kawasan terkait balapan itu mesti dibatalkan. Di tengah gelaran MotoGP Malaysia pada akhir pekan lalu, MotoGP mengungkapkan rencana untuk menggelar seri terakhir di Sirkuit de Barcelona-Catalunya. Sekalipun belum ada pengumuman resmi dari Dorna Sport, selaku penyelenggara. Sementara itu Sirkuit de Barcelona-Catalunya cukup bikin Marquez kesulitan. Pada balapan akhir Mei silam, pebalap Gresini itu start dari grid ke-14 meski sukses P2 di sprint race, dan naik podium ketiga di balapan panjang. Kendati demikian, superstar MotoGP asal Spanyol ini siap habis-habisan. Marquez masih dalam pertarungan dengan Enea Bastianini dalam persaingan finis ketiga di klasemen akhir. ""Tidak,"" jawab Marc Marquez saat ditanya apakah Sirkuit de Barcelona-Catalunya adalah lintasan yang bagus buat dia. ""Di sini [Sepang] juga bukan lintasan yang bagus untukku, tapi kami bisa kompetitif,"" sambung juara dunia delapan kali itu dilansir Crash. ""Tentu saja, aku akan lebih memilih trek lain, tapi pada akhirnya lintasan ini ada di dalam kalender, jadi kami akan berusaha mengerahkan kemampuan terbaik kami. Dan sudah pasti, akan ada kondisi yang tricky tentang cuaca karena di bulan November anda enggak akan pernah tahu,"" imbuh Marc Marquez . (rin/mrp)",Olahraga
1.169 Pebulutangkis Muda Kejar Poin Nasional di Kudus,"Selasa, 05 Nov 2024 03:30 WIB","Kudus - 1.169 pebulutangkis dari berbagai daerah bersaing berebut poin nasional. Ribuan atlet muda itu terbagi ke dalam 21 kategori pertandingan. Ajang bertajuk Polytron Gubernur Cup 2024 ini bergulir di GOR Djarum Jati, Kudus, Jawa Tengah, sejak Senin, (4/11) hingga Sabtu, (9/11). Deretan klub-klub bulutangkis ternama seperti PB Djarum, PB Jaya Raya, Exist Badminton Club, Mutiara Cardinal, dan PB Champion ambil bagian. Ketua Pengurus Provinsi PBSI Jawa Tengah, Basri Yusuf, mengungkapkan bahwa ini adalah turnamen resmi level nasional dalam kalender PBSI yang mendapatkan ranking poin nasional. Oleh karena itu, ini menjadi kesempatan berharga bagi klub-klub di berbagai daerah untuk membuktikan kemampuan para atletnya dalam menorehkan prestasi. ""Ajang ini berguna untuk melihat kualitas atlet dari masing-masing klub dan daerah. Bisa juga dikatakan sebagai tolok ukur pembinaan atlet selama satu tahun, semoga dari sini juga lahir bibit-bibit juara untuk Tanah Air,"" ujar Basri Yusuf dalam keterangan persnya. Basri menilai turnamen ini bisa menjadi batu loncatan untuk atlet muda bertanding ke level yang tingkatannya lebih tinggi, misalnya Kejuaraan Nasional PBSI 2024 yang akan dihelat di Jakarta pada 3-8 Desember mendatang. ""Saya berterima kasih kepada PP PBSI dan Pengprov PBSI Jateng atas kepercayaan yang diberikan untuk menyelenggarakan turnamen ini. Saya berharap dengan mengikuti turnamen dengan ranking poin nasional, para atlet semakin termotivasi,"" kata Ketua Panitia Pelaksana, Yuni Kartika. ""Selain itu juga, memperkaya pengalaman bertanding dalam skala nasional, khususnya bagi para atlet di Kudus dan sekitarnya,"" wanita yang juga menjabat sebagai Ketua Pengkab PBSI Kudus itu menambahkan. Yuni Kartika menjelaskan kejuaraan ini mempertandingkan 21 kategori. Nomor tunggal dan putri mempunyai pembagian umur terbanyak, meliputi kelompok umur U11 (usia dini), U13 (anak-anak), U15 (pemula), U17 (remaja), hingga U19 (taruna). Sedangkan nomor ganda putra, ganda putri, dan ganda campuran hanya akan mempertandingkan kelompok umur U15 (pemula), U17 (remaja), dan U19 (taruna). ""Dari total 1.169 peserta, sektor tunggal anak-anak putra memiliki jumlah terbanyak dengan 173 peserta. Disusul sektor tunggal pemula putra 126 peserta, dan tunggal usia dini putra 117 peserta. Di berbagai turnamen tingkat nasional, tiga sektor ini memang kerap punya jumlah peserta terbanyak,"" terangnya. (ran/mrp)",Olahraga
Kejuaraan Sepeda Indonesian Downhill 2024 Masuk Seri Pamungkas,"Selasa, 05 Nov 2024 00:20 WIB","Jakarta - Kejuaraan balap sepeda Indonesian Downhill 2024 segera memasuki putaran terakhir. Ini menjadi fase penentu merebutkan gelar juara umum. Seri pamungkas ini dihelat di Klemuk Bike Park, Batu, Jawa Timur, pada Sabtu-Minggu, 9-10 November 2024. Ada 10 kategori yang dilombakan, yaitu Men Elite, Women Elite, Men Junior, Men Master A, Men Master B, Men Master C, Men Sport A, Men Sport B, Men Youth dan Women Youth. Dua seri 76 Indonesian Downhill 2024 sebelumnya berlangsung di Yogyakarta dan Kudus. Perlombaan ketika itu berjalan ketat. ""Sejak dua seri sebelumnya, persaingannya luar biasa dinamis dan terbuka. Setiap rider saling berebut poin dan bergantian memuncaki klasemen,"" kata perwakilan 76 Rider selaku penyelenggara, Agnes Wuisan, dalam keterangan persnya. ""Putaran terakhir di Batu ini yang akan jadi penentu siapa rider terbaik yang berhak menyandang gelar juara umum,"" sambungnya. Trek di Klemuk Bike Park memiliki panjang 1,2 kilometer dengan elevasi sekitar 300 kaki dari titik start hingga ke garis finish. ""Dengan jarak sependek itu dan elevasi setinggi itu, maka secara garis besar lintasannya didominasi section yang curam. Bahkan lebih curam dibandingkan dua seri sebelumnya,"" Agnes menjelaskan. ""Ini jelas menjadi tantangan besar bagi para rider dan menuntut skill yang berbeda untuk bisa jadi juara di sini,"" tegasnya. Persaingan sengit dipastikan terjadi di kelas Men Elite. Klasemen di kategori Men Elite saat ini masih dipuncaki Rendy Varera Sanjaya dengan total 390 poin. Di urutan kedua ada Agung Prio Apriliano dengan 290 poin. Andy Prayoga di posisi ketiga dengan 274 poin dan pada urutan keempat ada M. Abdul Hakim alias Jambol dengan 258 poin. (ran/yna)",Olahraga
Ribuan Orang Ramaikan Victoria Run di BSD,"Senin, 04 Nov 2024 23:20 WIB","Jakarta - Ajang lari Victoria Run 2024 digelar di Tangerang Selatan akhir pekan kemarin. Ada nomor spesial 30K diperlombakan, buat apa? Ajang yang diadakan untuk memperingati 30 tahun berdirinya salah satu bank swasta Indonesia itu bertempat di QBig BSD City, Tangerang Selatan, Minggu (3/11/2024). Ada sekitar 6.000 peserta dari penjuru Indonesia meramaikan. Acara ini sekaligus menjadi wadah bagi para pecinta olahraga lari untuk berkompetisi dalam suasana yang aman dan nyaman, dengan standar kualitas nasional. Acara ini dibuka langsung oleh Event Director Victoria Run 2024 Muhammad Rakhmadhani sekaligus Senior Executive Vice President of Change Management Office dan IT. Guna meramaikan event ini, sebelumnya sudah diadakan Road To Victoria Run diadakan di Jakarta dan Makassar, menarik lebih dari 200 pelari di setiap sesinya. Rakhmadhani menyampaikan bahwa Victoria Run 2024 adalah bentuk komitmen perusahaan untuk menginspirasi gaya hidup sehat di kalangan masyarakat, sekaligus merangkul berbagai kalangan yang punya minat pada olahraga lari. ""Lari bukan sekadar olahraga, tetapi juga media untuk menjalin komunikasi dan kebersamaan. Semangat inilah yang kami bagikan di Victoria Run 2024, sejalan dengan budaya kami, SQEW: Safe, Quick, Easy, Warm, demi menghadirkan solusi perbankan yang aman, cepat, mudah, dan bersahabat,"" ujar Rakhmadhani dalam keterangan kepada media. Peserta Victoria Run 2024 mengikuti lomba dalam empat kategori: 5K, 10K, 21K, dan kategori spesial 30K, untuk memperingati tiga dekade perjalanan Bank Victoria. Pemenang di setiap kategori berkesempatan membawa pulang hadiah total senilai 300 juta Rupiah Acara ini juga dimeriahkan oleh penampilan spesial dari grup musik RAN dan DJ Freya, yang sukses menambah semangat dan keseruan bagi peserta dan pengunjung. Salah satu anggota detikcomRunners, Sarwani Dwinanto, mengikuti ajang tersebut bersama istrinya di nomor 10K. Sarwani mengaku senang bisa mengantar istrinya mencatatkan Personal Best (PB) di nomor tersebut. Anggota detikcomRunners, Sarwani Dwinanto dan istri, mengikuti Victoria Run 2024. (Foto: dok.Victoria Run 2024) ""Enaknya lari bareng ama pasangan bisa saling menguatkan plus ngasih motivasi. Itu akan terasa ketika pas sampai finished line ternyata pasangan kita dapat personal best dia. Ikutan bangga juga sebagai pasangan,"" ujar Sarwani kepada detikSport . (mrp/rin)",Olahraga
Video: Saran Dokter Jika Mau Olahraga Tapi Ada Diabetes dan Hipertensi,"2,490 Views  |  Senin, 04 Nov 2024 21:30 WIB",Seseorang dengan kondisi medis tertentu seperti hipertensi dan diabetes perlu memerhatikan kondisi tubuhnya sebelum memulai berolahraga. Dokter spesialis kedokteran olahraga pun menyarankan ini…,Olahraga
Video: Shin Tae Yong Buka STY Foundation untuk Bantu Anak Muda Indonesia,"2,184 Views  |  Senin, 04 Nov 2024 20:53 WIB","Shin Tae Yong buka STY Foundation untuk bantu anak-anak muda Indonesia yang ingin jadi pesepakbola . Menurutnya, anak-anak muda Indonesia punya talenta unggul bila dibina dengan tepat.",Olahraga
Video: Raffi Ahmad Kagum Cara Shin Tae Yong Cinta Indonesia,"5,101 Views  |  Senin, 04 Nov 2024 20:28 WIB","Shin Tae Yong umumkan buka STY Foundation di Indonesia untuk lahirkan bintang muda di dunia sepakbola. Meskipun bukan terlahir sebagai orang asli Indonesia, menurut Raffi Ahmad pelatih Timnas itu punya rasa cinta Tanah Air yang luar biasa.",Olahraga
Menpora Dito Sebut Ada Sekitar 300 Potensi Atlet Diaspora,"Senin, 04 Nov 2024 18:15 WIB","Jakarta - Menpora Dito Ariotedjo mengungkapkan ada sekitar 300 atlet Diaspora potensial yang sudah terdata oleh pihaknya. Jumlah itu berasal dari berbagai cabang olahraga di luar sepakbola. Hal itu diungkapkan Menpora berusia 34 tahun tersebut dalam menjawab peluang menaturalisasi atlet dari cabang olahraga lain, di luar sepakbola pada Rapat Kerja dengan Komisi X, bersama PSSI, untuk membahas proses naturalisasi tiga pemain yakni Kevin Diks, Estella Loupattij dan Noa Leatom di Gedung DPR-MPR RI, Senin (4/11/2024). ""Sejak 2023 pertengahan, kami di Kemenpora sudah membuka divisi khusus terkait dengan potensi diaspora. Jadi kami melakukan riset, scouting, dan data base untuk mencari atlet-atlet yang berpotensi di cabor-cabor lain, di luar sepakbola yang berwarganegara asing tapi berdarah asli Indonesia,"" kata Dito, seperti dikutip detikSport dari situs Youtube DPR RI. ""Sampai hari ini sudah ditemukan sekitar hampir 300 potensi atlet di berbagai cabor. Prinsipnya kami melakukan riset dan dari hasil itu kami berikan kepada federasi yang berkaitan."" Dito lantas mencontohkan cabang olahraga basket yang saat ini telah memiliki beberapa atlet naturalisasi. Sebelumnya, PP Perbasi sudah lebih dulu memaksimalkan beberapa pemain naturaliasasi seperti Jamarr Johnson, Marquez Bolden, hingga Lester Prosper, ""Tapi yang kami riset benar-benar berdarah Indonesia, jadi diaspora, itu dari cabor atletik, aquatik, gymnastic, dan beberapa cabor lainnya. Prinsipnya, kami riset jika cabor membutuhkan baru kami proses,"" ujarnya. Meski pencarian atlet-atlet diaspora gencar dilakukan, Menpora Dito menegaskan bahwa Kemenpora tidak melupakan proses-proses jangka panjang serta pembinaan atlet asli dari lahir dan berproses di Indonesia. Misalnya, sebut Dito, cabang olahraga sepakbola kelompok usia di bawah 17 tahun, di bawah 20 tahun, dan di bawah 23 tahun, yang diyakininya hampir 100 persen berasal dari pemain asli didikan dan binaan Indonesia. ""Walaupun di U-20, U-23 ada satu atau dua naturalisasi. Dan saya menjadi saksi Coach Indra (Sjafri) dan Coach Nova (Arianto) melakukan scouting sampai ke daerah-daerah pelosok,"" katanya menjelaskan. ""Sampai kami lakukan seleksi, contoh waktu itu di Bali pendaftarnya mencapai dua ribu sampai tiga ribu peserta, dan ini terjadi di setiap daerah. Jadi memang apa yang dilakukan PSSI saat ini melakukan kebijakan naturalisasi di posisi-posisi tertentu pastinya sudah melalui proses, kebutuhan, dan juga riset yang memiliki berbagai sudut pandang pakar. Selain talent scouting, kejuaraan daerah, kejuaraan dari U-7 sampai junior, saat ini fasilitas untuk pembinaan atlet sedang kami siapkan. Contohnya untuk 9 cabor termasuk sepakbola di Cibubur dan tingkat dunia,"" katanya. ""Khusus untuk atletik ada juga di Pangalengan. Baru saja minggu terakhir periode 2024 kami resmikan dan nantinya di IKN TC sepakbola juga sudah jadi. Tinggal menunggu peresmian Presiden dan presiden FIFA, dan insyallah ke depan juga beberapa aset yang untuk pembinaan atlet junior dan senior akan kami bangun,"" ucap Menpora Dito. (mcy/krs)",Olahraga
Ratusan Peserta Ikut Lomba Lari 170 Km Jelajahi Kawasan Bromo,"Senin, 04 Nov 2024 17:30 WIB",Jawa Timur - Sedikitnya 700 pelari dari 26 negara mengikuti trail run BTS100 Ultra di kawasan Taman Nasional Bromo Tengger Semeru. Mereka lari dengan jarak tempuh 170 km.,Olahraga
Jadwal dan Undian Wakil RI di Korea Masters 2024,"Senin, 04 Nov 2024 15:30 WIB","Jakarta - Turnamen bulutangkis Korea Masters 2024 akan segera dimulai di Iksan City, Korea Selatan, Selasa (5/11/2024), dengan Indonesia menurunkan tujuh wakilnya. Berikut undian lengkapnya di babak awal. Setelah selama dua pekan penuh atlet-atlet Indonesia istirahat dari turnamen bulutangkis, kini mereka dipastikan tampil di tur Asia. Sebagai awalan, Putri Kusuma Wardani dan kawan-kawan bakal bermain di BWF World Tour Super 300 Korea Masters mulai 5-11 November 2024. Sama seperti penyelenggaraan turnamen sebelumnya, hari pertama dan hari kedua akan menggelar babak 32 besar. Bedanya, pada pagi hari pertama akan lebih dulu digelar babak kualifikasi untuk tiga nomor yaitu tunggal putra, tunggal putri, dan ganda putra. Kemudian di siang atau sorenya harinya dilanjutkan dengan babak 32 besar. Pada hari Kamis (7/11) akan diselenggarakan babak 16 besar atau babak kedua Korea Masters 2024 , begitu seterusnya hingga partai final akan bergulir pada hari Minggu (11/11). Indonesia sendiri hanya mengirimkan tujuh wakil saja dari semula 12 di empat nomor. Lima wakil di antaranya batal tampil dengan pertimbangan beragam dari pelatih. Berikut Jadwal dan Undian Wakil RI di 32 Besar Korea Masters 2024 Putri Kusuma Wardani (2) vs Huang Hu-Hsun (Taiwan) Komang Ayu Cahya Dewi vs Han Qian Xi (China) Daniel Marthin/Muhammad Shohibul (5) Fikri vs Kang Khai Xing/Aaron Tai (Malaysia) Sabar Karyaman Gutama/Moh Reza Pahlevi Isfahani (3) vs Chen Zhi Ray/Lin Yu Chieh (Taiwan) Febriana Dwipuji Kusuma/Amalia Cahaya Pratiwi (3) vs Hsieh Pei Shan/Hung En Tzu (Taiwan) Jesita Putri Miantoro/Febi Setianingrum vs Kim Hyeo Jeong/Kong Hee Yong (6, Korea Selatan) Dejan Ferdinansyah/Gloria Emanuelle Widjaja (2) mendapat bye (mcy/krs)",Olahraga
